year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
1920,house,Alabama,AL,1,John McDuffie,Democratic,98.7,True,True,False
1920,house,Alabama,AL,2,John R. Tyson,Democratic,99.6,True,False,False
1920,house,Alabama,AL,3,Henry B. Steagall,Democratic,83.2,True,True,False
1920,house,Alabama,AL,3,Dallas B. Smith,Republican,16.8,False,False,False
1920,house,Alabama,AL,4,Fred L. Blackmon,Democratic,59.7,True,True,True
1920,house,Alabama,AL,4,A. P. Longshore,Republican,40.3,False,False,True
1920,house,Alabama,AL,5,William B. Bowling,Democratic,73.5,True,False,True
1920,house,Alabama,AL,5,W. M. Russell,Republican,26.5,False,False,True
1920,house,Alabama,AL,6,William B. Oliver,Democratic,100.0,True,True,False
1920,house,Alabama,AL,7,Lilius B. Rainey,Democratic,50.5,True,True,False
1920,house,Alabama,AL,7,Charles B. Kennamer,Republican,49.0,False,False,False
1920,house,Alabama,AL,8,Edward B. Almon,Democratic,76.4,True,True,False
1920,house,Alabama,AL,8,W. E. Hotchkiss,Republican,23.0,False,False,False
1920,house,Alabama,AL,9,George Huddleston,Democratic,85.4,True,True,False
1920,house,Alabama,AL,9,Alex C. Birch,Republican,14.2,False,False,False
1920,house,Alabama,AL,10,William B. Bankhead,Democratic,52.6,True,True,False
1920,house,Alabama,AL,10,William L. Chenault,Republican,46.7,False,False,False
1920,house,Arizona,AZ,AL,Carl Hayden,Democratic,57.8,True,True,False
1920,house,Arizona,AZ,AL,James A. Dunseath,Republican,42.2,False,False,False
1920,house,Arkansas,AR,1,William J. Driver,Democratic,73.6,True,False,True
1920,house,Arkansas,AR,1,H. M. Mayes,Republican,26.4,False,False,True
1920,house,Arkansas,AR,2,William A. Oldfield,Democratic,66.4,True,True,False
1920,house,Arkansas,AR,2,Thad Rowden,Republican,33.6,False,False,False
1920,house,Arkansas,AR,3,John N. Tillman,Democratic,53.3,True,True,False
1920,house,Arkansas,AR,3,John I. Worthington,Republican,46.7,False,False,False
1920,house,Arkansas,AR,4,Otis Wingo,Democratic,64.1,True,True,False
1920,house,Arkansas,AR,4,W. H. Dunblazier,Republican,35.9,False,False,False
1920,house,Arkansas,AR,5,Henderson M. Jacoway,Democratic,72.5,True,True,False
1920,house,Arkansas,AR,5,George A. McConnell,Republican,27.5,False,False,False
1920,house,Arkansas,AR,6,Samuel M. Taylor,Democratic,69.4,True,True,False
1920,house,Arkansas,AR,6,W. R. Day,Republican,30.6,False,False,False
1920,house,Arkansas,AR,7,Tilman B. Parks,Democratic,72.2,True,False,False
1920,house,Arkansas,AR,7,J. C. Russell,Republican,27.8,False,False,False
1920,house,California,CA,1,Clarence F. Lea,Democratic,61.7,True,True,False
1920,house,California,CA,1,C. A. Bodwell Jr.,Republican,33.3,False,False,False
1920,house,California,CA,2,John E. Raker,Democratic,100.0,True,True,False
1920,house,California,CA,3,Charles F. Curry,Republican,74.7,True,True,False
1920,house,California,CA,3,J. W. Struckenbruck,Democratic,20.4,False,False,False
1920,house,California,CA,4,Julius Kahn,Republican,84.6,True,True,False
1920,house,California,CA,5,John I. Nolan,Republican,81.8,True,True,False
1920,house,California,CA,6,John A. Elston,Republican,83.3,True,True,False
1920,house,California,CA,6,Maynard Shipley,Democratic,16.7,False,False,False
1920,house,California,CA,7,Henry E. Barbour,Republican,87.2,True,True,False
1920,house,California,CA,8,Arthur M. Free,Republican,64.0,True,False,False
1920,house,California,CA,8,Hugh S. Hersman,Democratic,36.0,False,True,False
1920,house,California,CA,9,Charles F. Van de Water,Republican,59.7,True,False,False
1920,house,California,CA,9,Charles H. Randall,Prohibition,34.8,False,True,False
1920,house,California,CA,10,Henry Z. Osborne,Republican,82.7,True,True,False
1920,house,California,CA,10,Upton Sinclair,Socialist,17.3,False,False,False
1920,house,California,CA,11,Phil Swing,Republican,72.9,True,False,True
1920,house,California,CA,11,Hugh L. Dickson,Democratic,27.1,False,False,True
1920,house,Colorado,CO,1,William N. Vaile,Republican,66.9,True,True,False
1920,house,Colorado,CO,1,Benjamin Hilliard,Democratic,33.1,False,False,False
1920,house,Colorado,CO,2,Charles B. Timberlake,Republican,66.4,True,True,False
1920,house,Colorado,CO,2,A. F. Browns,Democratic,33.6,False,False,False
1920,house,Colorado,CO,3,Guy U. Hardy,Republican,57.7,True,True,False
1920,house,Colorado,CO,3,Samuel J. Burris,Democratic,42.3,False,False,False
1920,house,Colorado,CO,4,Edward T. Taylor,Democratic,55.3,True,True,False
1920,house,Colorado,CO,4,Merle D. Vincent,Republican,44.7,False,False,False
1920,house,Connecticut,CT,1,E. Hart Fenn,Republican,60.5,True,False,True
1920,house,Connecticut,CT,1,Joseph S. Dutton,Democratic,34.8,False,False,True
1920,house,Connecticut,CT,2,Richard P. Freeman,Republican,63.7,True,True,False
1920,house,Connecticut,CT,2,Thomas R. Murray,Democratic,33.7,False,False,False
1920,house,Connecticut,CT,3,John Q. Tilson,Republican,63.7,True,True,False
1920,house,Connecticut,CT,3,William F. Alcorn,Democratic,31.4,False,False,False
1920,house,Connecticut,CT,4,Schuyler Merritt,Republican,66.3,True,True,False
1920,house,Connecticut,CT,4,Harry J. Platt,Democratic,30.4,False,False,False
1920,house,Connecticut,CT,4,Jasper McLevy,Socialist,2.7,False,False,False
1920,house,Connecticut,CT,5,James P. Glynn,Republican,58.7,True,True,False
1920,house,Connecticut,CT,5,Martin L. Caine,Democratic,38.9,False,False,False
1920,house,Delaware,DE,AL,Caleb R. Layton,Republican,55.7,True,True,False
1920,house,Delaware,DE,AL,James R. Clements,Democratic,43.0,False,False,False
1920,house,Delaware,DE,AL,Howard T. Ennis,Independent,0.2,False,False,False
1920,house,Florida,FL,1,Herbert J. Drane,Democratic,78.1,True,True,False
1920,house,Florida,FL,1,H. B. Jeffries,Republican,14.0,False,False,False
1920,house,Florida,FL,2,Frank Clark,Democratic,84.9,True,True,False
1920,house,Florida,FL,2,Fred Cubberly,Republican,13.4,False,False,False
1920,house,Florida,FL,3,John H. Smithwick,Democratic,86.2,True,True,False
1920,house,Florida,FL,3,Millard M. Owens,Republican,13.8,False,False,False
1920,house,Florida,FL,4,William J. Sears,Democratic,74.4,True,True,False
1920,house,Florida,FL,4,C. D. Bowen,Republican,21.7,False,False,False
1920,house,Georgia,GA,1,James W. Overstreet,Democratic,82.4,True,True,False
1920,house,Georgia,GA,1,E. S. Fuller,Republican,17.6,False,False,False
1920,house,Georgia,GA,2,Frank Park,Democratic,100.0,True,True,False
1920,house,Georgia,GA,3,Charles R. Crisp,Democratic,92.6,True,True,False
1920,house,Georgia,GA,3,H. E. Locket,Republican,7.4,False,False,False
1920,house,Georgia,GA,4,William C. Wright,Democratic,100.0,True,True,False
1920,house,Georgia,GA,5,William D. Upshaw,Democratic,70.1,True,True,False
1920,house,Georgia,GA,5,John W. Martin,Republican,29.9,False,False,False
1920,house,Georgia,GA,6,James W. Wise,Democratic,97.7,True,True,False
1920,house,Georgia,GA,6,E. L. Wheaton,Republican,2.3,False,False,False
1920,house,Georgia,GA,7,Gordon Lee,Democratic,99.6,True,True,False
1920,house,Georgia,GA,7,A. L. Weaver,Republican,4.0,False,False,False
1920,house,Georgia,GA,8,Charles H. Brand,Democratic,100.0,True,True,False
1920,house,Georgia,GA,9,Thomas M. Bell,Democratic,62.3,True,True,False
1920,house,Georgia,GA,9,O. L. Barnwell,Republican,37.7,False,False,False
1920,house,Georgia,GA,10,Carl Vinson,Democratic,100.0,True,True,False
1920,house,Georgia,GA,11,William C. Lankford,Democratic,100.0,True,True,False
1920,house,Georgia,GA,12,William W. Larsen,Democratic,100.0,True,True,False
1920,house,Idaho,ID,1,Burton L. French,Republican,59.3,True,True,False
1920,house,Idaho,ID,1,Nell Kruegel Irion,Democratic,26.0,False,False,False
1920,house,Idaho,ID,1,Riley Rice,Independent,14.7,False,False,False
1920,house,Idaho,ID,2,Addison T. Smith,Republican,63.0,True,True,False
1920,house,Idaho,ID,2,W. P. Whitaker,Democratic,37.0,False,False,False
1920,house,Illinois,IL,1,Martin B. Madden,Republican,75.9,True,True,False
1920,house,Illinois,IL,1,James A. Gorman,Democratic,22.5,False,False,False
1920,house,Illinois,IL,2,James R. Mann,Republican,72.9,True,True,False
1920,house,Illinois,IL,2,James J. Leddy,Democratic,23.5,False,False,False
1920,house,Illinois,IL,3,Elliott W. Sproul,Republican,67.4,True,False,True
1920,house,Illinois,IL,3,Thomas M. Crane,Democratic,28.1,False,False,True
1920,house,Illinois,IL,3,George W. Stone,Independent,0.8,False,False,True
1920,house,Illinois,IL,4,John W. Rainey,Democratic,48.9,True,True,False
1920,house,Illinois,IL,4,John Golombiewski,Republican,45.3,False,False,False
1920,house,Illinois,IL,5,Adolph J. Sabath,Democratic,45.3,True,True,False
1920,house,Illinois,IL,5,Jacob Gartenstein,Republican,44.3,False,False,False
1920,house,Illinois,IL,6,John J. Gorman,Republican,63.8,True,False,False
1920,house,Illinois,IL,6,James McAndrews,Democratic,29.1,False,True,False
1920,house,Illinois,IL,6,William F. Kruse,Socialist,7.1,False,False,False
1920,house,Illinois,IL,7,M. Alfred Michaelson,Republican,70.0,True,False,False
1920,house,Illinois,IL,7,William J. Cullerton,Democratic,21.6,False,False,False
1920,house,Illinois,IL,7,Robert M. Buck,Independent,0.7,False,False,False
1920,house,Illinois,IL,8,Stanley H. Kunz,Democratic,49.2,True,False,False
1920,house,Illinois,IL,8,Dan Parrillo,Republican,46.6,False,False,False
1920,house,Illinois,IL,9,Frederick A. Britten,Republican,72.5,True,True,False
1920,house,Illinois,IL,9,Eugene L. McGarry,Democratic,23.7,False,False,False
1920,house,Illinois,IL,10,Carl R. Chindblom,Republican,74.4,True,True,False
1920,house,Illinois,IL,10,John Haderlin,Democratic,22.7,False,False,False
1920,house,Illinois,IL,11,Ira C. Copley,Republican,80.4,True,True,False
1920,house,Illinois,IL,11,Anton Nemanich Jr.,Democratic,17.4,False,False,False
1920,house,Illinois,IL,12,Charles Eugene Fuller,Republican,95.8,True,True,False
1920,house,Illinois,IL,13,John C. McKenzie,Republican,80.5,True,True,False
1920,house,Illinois,IL,13,J. L. Dickson,Democratic,18.0,False,False,False
1920,house,Illinois,IL,14,William J. Graham,Republican,67.1,True,True,False
1920,house,Illinois,IL,14,Andrew Olson,Democratic,29.7,False,False,False
1920,house,Illinois,IL,15,Edward John King,Republican,69.0,True,True,False
1920,house,Illinois,IL,15,William F. Gilroy,Democratic,28.7,False,False,False
1920,house,Illinois,IL,16,Clifford Ireland,Republican,67.3,True,True,False
1920,house,Illinois,IL,16,Jefferson E. Houston,Democratic,30.1,False,False,False
1920,house,Illinois,IL,17,Frank H. Funk,Republican,70.5,True,False,True
1920,house,Illinois,IL,17,Frank Gillespie,Democratic,29.5,False,False,True
1920,house,Illinois,IL,18,Joseph G. Cannon,Republican,64.1,True,True,False
1920,house,Illinois,IL,18,Armand E. Smith,Democratic,32.5,False,False,False
1920,house,Illinois,IL,19,Allen F. Moore,Republican,63.7,True,False,True
1920,house,Illinois,IL,19,E. F. Poorman,Democratic,35.5,False,False,True
1920,house,Illinois,IL,20,Guy L. Shaw,Republican,53.1,True,False,False
1920,house,Illinois,IL,20,Henry T. Rainey,Democratic,46.9,False,True,False
1920,house,Illinois,IL,21,Loren E. Wheeler,Republican,52.0,True,True,False
1920,house,Illinois,IL,21,J. Earl Major,Democratic,34.9,False,False,False
1920,house,Illinois,IL,22,William A. Rodenberg,Republican,54.8,True,True,False
1920,house,Illinois,IL,22,Guy R. McCasland,Democratic,29.5,False,False,False
1920,house,Illinois,IL,23,Edwin B. Brooks,Republican,54.4,True,True,False
1920,house,Illinois,IL,23,A. H. Gravenhorst,Democratic,42.1,False,False,False
1920,house,Illinois,IL,24,Thomas Sutler Williams,Republican,60.9,True,True,False
1920,house,Illinois,IL,24,Asher R. Cox,Democratic,34.9,False,False,False
1920,house,Illinois,IL,25,Edward E. Denison,Republican,58.2,True,True,False
1920,house,Illinois,IL,25,J. Herman Clayton,Democratic,33.7,False,False,False
1920,house,Illinois,IL,AL,Richard Yates Jr.,Republican,33.1,True,True,False
1920,house,Illinois,IL,AL,William E. Mason,Republican,32.8,True,False,False
1920,house,Illinois,IL,AL,William Murphy,Democratic,14.0,False,False,False
1920,house,Illinois,IL,AL,C. S. Schneider,Democratic,13.7,False,False,False
1920,house,Indiana,IN,1,Oscar R. Luhring,Republican,54.8,True,True,False
1920,house,Indiana,IN,1,William E. Wilson,Democratic,45.2,False,False,False
1920,house,Indiana,IN,2,Oscar E. Bland,Republican,54.9,True,True,False
1920,house,Indiana,IN,2,William A. Cullop,Democratic,45.1,False,False,False
1920,house,Indiana,IN,3,James W. Dunbar,Republican,50.7,True,True,False
1920,house,Indiana,IN,3,John W. Ewing,Democratic,49.3,False,False,False
1920,house,Indiana,IN,4,John S. Benham,Republican,53.0,True,True,False
1920,house,Indiana,IN,4,Harry C. Canfield,Democratic,47.0,False,False,False
1920,house,Indiana,IN,5,Everett Sanders,Republican,56.1,True,True,False
1920,house,Indiana,IN,5,Charles F. Batt,Democratic,43.9,False,False,False
1920,house,Indiana,IN,6,Richard N. Elliott,Republican,55.7,True,True,False
1920,house,Indiana,IN,6,William A. Yarling,Democratic,44.3,False,False,False
1920,house,Indiana,IN,7,Merrill Moores,Republican,56.3,True,True,False
1920,house,Indiana,IN,7,Henry N. Spaan,Democratic,43.7,False,False,False
