year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
2011,house,California,CA,36,Janice Hahn,Democratic,24.6,True,False,True
2011,house,California,CA,36,Craig Huey,Republican,22.2,True,False,True
2011,house,California,CA,36,Debra Bowen,Democratic,21.1,False,False,True
2011,house,California,CA,36,Marcy Winograd,Democratic,9.3,False,False,True
2011,house,California,CA,36,Mike Gin,Republican,7.9,False,False,True
2011,house,California,CA,36,Mike Webb,Republican,6.1,False,False,True
2011,house,California,CA,36,Kit Bobko,Republican,3.6,False,False,True
2011,house,California,CA,36,Steve Collett,Libertarian,1.4,False,False,True
2011,house,California,CA,36,Stephen Eisele,Republican,1.2,False,False,True
2011,house,California,CA,36,Dan Adler,Democratic,0.6,False,False,True
2011,house,California,CA,36,Loraine Goodwin,Democratic,0.5,False,False,True
2011,house,California,CA,36,Maria E. Montano,Freedom,0.5,False,False,True
2011,house,California,CA,36,George Newberry,Republican,0.4,False,False,True
2011,house,California,CA,36,Matthew Roozee,Independent,0.2,False,False,True
2011,house,California,CA,36,Katherine Pilot,Independent,0.2,False,False,True
2011,house,California,CA,36,Michael T. Chamness,Independent,0.2,False,False,True
2011,house,Nevada,NV,2,Mark Amodei,Republican,57.92,True,False,True
2011,house,Nevada,NV,2,Kate Marshall,Democratic,36.07,False,False,True
2011,house,Nevada,NV,2,Helmuth Lehmann,Independent,4.14,False,False,True
2011,house,Nevada,NV,2,Timothy Fasano,American,1.87,False,False,True
2011,house,New York,NY,26,Kathy Courtney Hochul,Democratic,42.58,False,False,True
2011,house,New York,NY,26,Jane L. Corwin,Republican,32.01,False,False,True
2011,house,New York,NY,26,Jack Davis,Tea Party Movement,8.99,False,False,True
2011,house,New York,NY,26,Ian L. Murphy,Green,1.05,False,False,True
2011,house,New York,NY,26,Blank and void,,0.23,False,False,True
2011,house,New York,NY,26,Scattering,,0.21,False,False,True
2011,house,New York,NY,9,Bob Turner,Republican,45.05,False,False,True
2011,house,New York,NY,9,David Weprin,Democratic,43.33,False,False,True
2011,house,New York,NY,9,Chris Hoeppner,Workers,0.2,False,False,True
