year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
1978,house,Alabama,AL,1,Jack Edwards,Republican,63.9,True,True,False
1978,house,Alabama,AL,1,L. W. Noonan,Democratic,36.1,False,False,False
1978,house,Alabama,AL,2,William L. Dickinson,Republican,54.0,True,True,False
1978,house,Alabama,AL,2,Wendell Mitchell,Democratic,46.0,False,False,False
1978,house,Alabama,AL,3,Bill Nichols,Democratic,100.0,True,True,False
1978,house,Alabama,AL,4,Tom Bevill,Democratic,100.0,True,True,False
1978,house,Alabama,AL,5,Ronnie Flippo,Democratic,96.8,True,True,False
1978,house,Alabama,AL,5,Harvey Nicholas Crumhorn,Unknown,3.2,False,False,False
1978,house,Alabama,AL,6,John H. Buchanan Jr.,Republican,61.7,True,True,False
1978,house,Alabama,AL,6,Don Hawkins,Democratic,38.3,False,False,False
1978,house,Alabama,AL,7,Richard Shelby,Democratic,93.8,True,False,True
1978,house,Alabama,AL,7,Fulton Gray,Unknown,4.0,False,False,True
1978,house,Alabama,AL,7,Jim Scruggs,Republican,2.2,False,False,True
1978,house,Alaska,AK,AL,Don Young,Republican,55.5,True,True,False
1978,house,Alaska,AK,AL,Patrick Rodey,Democratic,44.5,False,False,False
1978,house,Arizona,AZ,1,John Jacob Rhodes,Republican,71.0,True,True,False
1978,house,Arizona,AZ,1,Ken Graves,Democratic,29.0,False,False,False
1978,house,Arizona,AZ,2,Mo Udall,Democratic,52.5,True,True,False
1978,house,Arizona,AZ,2,Tom Richey,Republican,45.4,False,False,False
1978,house,Arizona,AZ,2,Joe Bach,Unknown,1.1,False,False,False
1978,house,Arizona,AZ,2,Betsy McDonald,Unknown,0.9,False,False,False
1978,house,Arizona,AZ,3,Bob Stump,Democratic,85.0,True,True,False
1978,house,Arizona,AZ,3,Kathleen Cooke,Unknown,15.0,False,False,False
1978,house,Arizona,AZ,4,Eldon Rudd,Republican,63.1,True,True,False
1978,house,Arizona,AZ,4,Michael McCormick,Democratic,33.8,False,False,False
1978,house,Arizona,AZ,4,Lawrence W. Jerome,Unknown,3.1,False,False,False
1978,house,Arkansas,AR,1,Bill Alexander,Democratic,100.0,True,True,False
1978,house,Arkansas,AR,2,Ed Bethune,Republican,51.2,True,False,True
1978,house,Arkansas,AR,2,Doug Brandon,Democratic,48.8,False,False,True
1978,house,Arkansas,AR,3,John Paul Hammerschmidt,Republican,78.4,True,True,False
1978,house,Arkansas,AR,3,William Curtis Mears,Democratic,21.6,False,False,False
1978,house,Arkansas,AR,4,Beryl Anthony Jr.,Democratic,100.0,True,False,True
1978,house,California,CA,1,Bizz Johnson,Democratic,59.4,True,True,False
1978,house,California,CA,1,James E. Taylor,Republican,40.6,False,False,False
1978,house,California,CA,2,Don Clausen,Republican,52.0,True,True,False
1978,house,California,CA,2,Norma K. Bork,Democratic,45.3,False,False,False
1978,house,California,CA,2,Irv Sutley,Peace and Freedom,2.8,False,False,False
1978,house,California,CA,3,Bob Matsui,Democratic,53.4,True,False,True
1978,house,California,CA,3,Sandy Smoley,Republican,46.6,False,False,True
1978,house,California,CA,4,Vic Fazio,Democratic,55.4,True,False,True
1978,house,California,CA,4,Rex Hime,Republican,44.6,False,False,True
1978,house,California,CA,5,John Burton,Democratic,66.8,True,True,False
1978,house,California,CA,5,Dolores Skore,Republican,33.2,False,False,False
1978,house,California,CA,6,Phillip Burton,Democratic,68.3,True,True,False
1978,house,California,CA,6,Tom Spinosa,Republican,28.0,False,False,False
1978,house,California,CA,6,"Raymond O. ""Ray"" Heaps",American Independent,3.7,False,False,False
1978,house,California,CA,7,George Miller,Democratic,63.4,True,True,False
1978,house,California,CA,7,Paula Gordon,Republican,33.7,False,False,False
1978,house,California,CA,7,Melvin E. Stanley,American Independent,2.8,False,False,False
1978,house,California,CA,8,Ron Dellums,Democratic,57.4,True,True,False
1978,house,California,CA,8,Charles V. Hughes,Republican,42.6,False,False,False
1978,house,California,CA,9,Pete Stark,Democratic,65.4,True,True,False
1978,house,California,CA,9,Robert S. Allen,Republican,30.5,False,False,False
1978,house,California,CA,9,Lawrence J. Phillips,Peace and Freedom,4.1,False,False,False
1978,house,California,CA,10,Don Edwards,Democratic,67.1,True,True,False
1978,house,California,CA,10,Rudy Hansen,Republican,32.9,False,False,False
1978,house,California,CA,11,Leo Ryan,Democratic,60.5,True,True,False
1978,house,California,CA,11,Dave Welch,Republican,35.6,False,False,False
1978,house,California,CA,11,Nicholas W. Kudrovzeff,American Independent,3.9,False,False,False
1978,house,California,CA,12,Pete McCloskey,Republican,73.1,True,True,False
1978,house,California,CA,12,Kirsten Olsen,Democratic,21.5,False,False,False
1978,house,California,CA,12,Harold R. Boylan,American Independent,3.5,False,False,False
1978,house,California,CA,12,Adele Fumino,Peace and Freedom,1.9,False,False,False
1978,house,California,CA,13,Norman Mineta,Democratic,57.5,True,True,False
1978,house,California,CA,13,Dan O'Keefe,Republican,39.5,False,False,False
1978,house,California,CA,13,Robert Goldsborough III,Peace and Freedom,3.0,False,False,False
1978,house,California,CA,14,Norman D. Shumway,Republican,53.4,True,False,False
1978,house,California,CA,14,John J. McFall,Democratic,42.6,False,True,False
1978,house,California,CA,14,George Darold Waldron,American Independent,4.0,False,False,False
1978,house,California,CA,15,Tony Coelho,Democratic,60.1,True,False,True
1978,house,California,CA,15,Chris Patterakis,Republican,39.9,False,False,True
1978,house,California,CA,16,Leon Panetta,Democratic,61.4,True,True,False
1978,house,California,CA,16,Eric Seastrand,Republican,38.6,False,False,False
1978,house,California,CA,17,Chip Pashayan,Republican,54.5,True,False,False
1978,house,California,CA,17,John Hans Krebs,Democratic,45.5,False,True,False
1978,house,California,CA,18,Bill Thomas,Republican,59.3,True,False,True
1978,house,California,CA,18,Bob Sogge,Democratic,40.7,False,False,True
1978,house,California,CA,19,Robert Lagomarsino,Republican,71.7,True,True,False
1978,house,California,CA,19,Jerry Zamos,Democratic,24.3,False,False,False
1978,house,California,CA,19,Milton Shiro Takei,Peace and Freedom,4.0,False,False,False
1978,house,California,CA,20,Barry Goldwater Jr.,Republican,66.4,True,True,False
1978,house,California,CA,20,Patti Lear Corman,Democratic,33.6,False,False,False
1978,house,California,CA,21,James C. Corman,Democratic,59.5,True,True,False
1978,house,California,CA,21,Rod Walsh,Republican,35.9,False,False,False
1978,house,California,CA,21,Bill Hill,Peace and Freedom,4.6,False,False,False
1978,house,California,CA,22,Carlos Moorhead,Republican,64.6,True,True,False
1978,house,California,CA,22,Robert S. Henry,Democratic,35.4,False,False,False
1978,house,California,CA,23,Anthony Beilenson,Democratic,65.6,True,True,False
1978,house,California,CA,23,Joseph Barbara,Republican,34.4,False,False,False
1978,house,California,CA,24,Henry Waxman,Democratic,62.7,True,True,False
1978,house,California,CA,24,Howard G. Schaefer,Republican,32.6,False,False,False
1978,house,California,CA,24,Kevin Casey Peters,Peace and Freedom,4.8,False,False,False
1978,house,California,CA,25,Edward R. Roybal,Democratic,67.4,True,True,False
1978,house,California,CA,25,Robert K. Watson,Republican,32.6,False,False,False
1978,house,California,CA,26,John H. Rousselot,Republican,100.0,True,True,False
1978,house,California,CA,27,Bob Dornan,Republican,51.0,True,True,False
1978,house,California,CA,27,Carey Peck,Democratic,49.0,False,False,False
1978,house,California,CA,28,Julian Dixon,Democratic,100.0,True,False,True
1978,house,California,CA,29,Augustus Hawkins,Democratic,85.0,True,True,False
1978,house,California,CA,29,Uriah J. Fields,Republican,15.0,False,False,False
1978,house,California,CA,30,George E. Danielson,Democratic,71.4,True,True,False
1978,house,California,CA,30,Henry Ares,Republican,28.6,False,False,False
1978,house,California,CA,31,Charles H. Wilson,Democratic,67.8,True,True,False
1978,house,California,CA,31,Don Grimshaw,Republican,32.2,False,False,False
1978,house,California,CA,32,Glenn M. Anderson,Democratic,71.4,True,True,False
1978,house,California,CA,32,Sonya Mathison,Republican,22.4,False,False,False
1978,house,California,CA,32,Ida Bader,American Independent,6.1,False,False,False
1978,house,California,CA,33,Wayne R. Grisham,Republican,56.0,True,False,True
1978,house,California,CA,33,Dennis S. Kazarian,Democratic,44.0,False,False,True
1978,house,California,CA,34,Dan Lungren,Republican,53.7,True,False,False
1978,house,California,CA,34,Mark W. Hannaford,Democratic,43.7,False,True,False
1978,house,California,CA,34,Lawrence John Stafford,American Independent,2.6,False,False,False
1978,house,California,CA,35,James F. Lloyd,Democratic,54.0,True,True,False
1978,house,California,CA,35,David Dreier,Republican,46.0,False,False,False
1978,house,California,CA,36,George Brown Jr.,Democratic,62.9,True,True,True
1978,house,California,CA,36,Dana Warren Carmody,Republican,37.1,False,False,True
