year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
2004,house,Alabama,AL,1,Jo Bonner,Republican,63.2,True,True,False
2004,house,Alabama,AL,1,Judy McCain Belk,Democratic,36.8,False,False,False
2004,house,Alabama,AL,2,Terry Everett,Republican,71.5,True,True,False
2004,house,Alabama,AL,2,Chuck James,Democratic,28.5,False,False,False
2004,house,Alabama,AL,3,Mike Rogers,Republican,61.2,True,False,False
2004,house,Alabama,AL,3,Bill Fuller,Democratic,38.8,False,False,False
2004,house,Alabama,AL,4,Robert Aderholt,Republican,74.8,True,True,False
2004,house,Alabama,AL,4,Carl Cole,Democratic,25.2,False,False,False
2004,house,Alabama,AL,5,Bud Cramer,Democratic,73.1,True,False,False
2004,house,Alabama,AL,5,Gerry Wallace,Republican,26.9,False,False,False
2004,house,Alabama,AL,6,Spencer Bachus,Republican,100.0,True,True,False
2004,house,Alabama,AL,7,Artur Davis,Democratic,75.0,True,True,False
2004,house,Alabama,AL,7,Steve Cameron,Republican,25.0,False,False,False
2004,house,Alaska,AK,AL,Don Young,Republican,71.1,True,True,False
2004,house,Alaska,AK,AL,Thomas Higgins,Democratic,22.4,False,False,False
2004,house,Alaska,AK,AL,Timothy Feller,Green,3.8,False,False,False
2004,house,Alaska,AK,AL,Alvin Anders,Libertarian,2.4,False,False,False
2004,house,Arizona,AZ,1,Rick Renzi,Republican,58.6,True,True,False
2004,house,Arizona,AZ,1,Paul Babbitt,Democratic,36.2,False,False,False
2004,house,Arizona,AZ,1,John Crockett,Libertarian,5.2,False,False,False
2004,house,Arizona,AZ,2,Trent Franks,Republican,59.2,True,True,False
2004,house,Arizona,AZ,2,Randy Camacho,Democratic,38.4,False,False,False
2004,house,Arizona,AZ,2,Powell Gamill,Libertarian,2.4,False,False,False
2004,house,Arizona,AZ,3,John Shadegg,Republican,80.1,True,True,False
2004,house,Arizona,AZ,3,Mark Yannone,Libertarian,19.9,False,False,False
2004,house,Arizona,AZ,4,Ed Pastor,Democratic,70.1,True,True,False
2004,house,Arizona,AZ,4,Don Karg,Republican,25.7,False,False,False
2004,house,Arizona,AZ,4,Gary Fallon,Libertarian,4.2,False,False,False
2004,house,Arizona,AZ,5,J. D. Hayworth,Republican,59.5,True,True,False
2004,house,Arizona,AZ,5,Elizabeth Rogers,Democratic,38.2,False,False,False
2004,house,Arizona,AZ,5,Michael Kielsky,Libertarian,2.3,False,False,False
2004,house,Arizona,AZ,6,Jeff Flake,Republican,79.4,True,True,False
2004,house,Arizona,AZ,6,Craig Stritar,Libertarian,20.6,False,False,False
2004,house,Arizona,AZ,7,Raúl Grijalva,Democratic,62.0,True,True,False
2004,house,Arizona,AZ,7,Joseph D. Sweeney,Republican,33.7,False,False,False
2004,house,Arizona,AZ,7,Dave Kaplan,Libertarian,4.3,False,False,False
2004,house,Arizona,AZ,8,Jim Kolbe,Republican,60.4,True,True,False
2004,house,Arizona,AZ,8,Eva Bacal,Democratic,36.2,False,False,False
2004,house,Arizona,AZ,8,Robert Anderson,Libertarian,3.4,False,False,False
2004,house,Arkansas,AR,1,Marion Berry,Democratic,66.6,True,True,False
2004,house,Arkansas,AR,1,Vernon Humphrey,Republican,33.4,False,False,False
2004,house,Arkansas,AR,2,Vic Snyder,Democratic,58.2,True,True,False
2004,house,Arkansas,AR,2,Marvin Parks,Republican,41.8,False,False,False
2004,house,Arkansas,AR,3,John Boozman,Republican,59.3,True,True,False
2004,house,Arkansas,AR,3,Jan Judy,Democratic,38.1,False,False,False
2004,house,Arkansas,AR,3,Dale Morfey,Independent,2.6,False,False,False
2004,house,Arkansas,AR,4,Mike Ross,Democratic,100.0,True,True,False
2004,house,California,CA,1,Mike Thompson,Democratic,67.0,True,True,False
2004,house,California,CA,1,Lawrence R. Wiesner,Republican,28.2,False,False,False
2004,house,California,CA,1,Pamela Elizondo,Green,4.8,False,False,False
2004,house,California,CA,2,Wally Herger,Republican,66.9,True,True,False
2004,house,California,CA,2,Mike Johnson,Democratic,33.1,False,False,False
2004,house,California,CA,3,Dan Lungren,Republican,62.0,True,False,True
2004,house,California,CA,3,Gabe Castillo,Democratic,34.8,False,False,True
2004,house,California,CA,3,Douglas Arthur Tuma,Libertarian,3.2,False,False,True
2004,house,California,CA,4,John Doolittle,Republican,65.4,True,True,False
2004,house,California,CA,4,Dave Winters,Democratic,34.6,False,False,False
2004,house,California,CA,5,Bob Matsui,Democratic,71.4,True,True,False
2004,house,California,CA,5,Mike Dugas,Republican,23.4,False,False,False
2004,house,California,CA,5,Pat Driscoll,Green,3.4,False,False,False
2004,house,California,CA,5,John C. Reiger,Peace and Freedom,1.8,False,False,False
2004,house,California,CA,6,Lynn Woolsey,Democratic,72.7,True,True,False
2004,house,California,CA,6,Paul L. Erickson,Republican,27.3,False,False,False
2004,house,California,CA,7,George Miller,Democratic,76.1,True,True,False
2004,house,California,CA,7,Charles R. Hargrave,Republican,23.9,False,False,False
2004,house,California,CA,8,Nancy Pelosi,Democratic,83.0,True,True,False
2004,house,California,CA,8,Jennifer DePalma,Republican,11.5,False,False,False
2004,house,California,CA,8,Leilani Dowell,Peace and Freedom,3.5,False,False,False
2004,house,California,CA,8,Terry Baum,Green,2.0,False,False,False
2004,house,California,CA,9,Barbara Lee,Democratic,84.6,True,True,False
2004,house,California,CA,9,Claudia Bermudez,Republican,12.3,False,False,False
2004,house,California,CA,9,James Eyer,Libertarian,3.1,False,False,False
2004,house,California,CA,10,Ellen Tauscher,Democratic,65.8,True,True,False
2004,house,California,CA,10,Jeff Ketelson,Republican,34.2,False,False,False
2004,house,California,CA,11,Richard Pombo,Republican,61.3,True,True,False
2004,house,California,CA,11,Jerry McNerney,Democratic,38.7,False,False,False
