year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
1984,house,Alabama,AL,1,Sonny Callahan,Republican,51.0,True,False,True
1984,house,Alabama,AL,1,Frank McWright,Democratic,49.0,False,False,True
1984,house,Alabama,AL,2,Bill Dickinson,Republican,60.3,True,True,False
1984,house,Alabama,AL,2,Larry Lee,Democratic,38.6,False,False,False
1984,house,Alabama,AL,2,Frank Tipler III,Libertarian,1.1,False,False,False
1984,house,Alabama,AL,3,Bill Nichols,Democratic,96.2,True,True,False
1984,house,Alabama,AL,3,Mark Thornton,Libertarian,3.8,False,False,False
1984,house,Alabama,AL,4,Tom Bevill,Democratic,100.0,True,True,False
1984,house,Alabama,AL,5,Ronnie Flippo,Democratic,95.9,True,True,False
1984,house,Alabama,AL,5,D. M. Samsil,Libertarian,4.1,False,False,False
1984,house,Alabama,AL,6,Ben Erdreich,Democratic,59.6,True,True,False
1984,house,Alabama,AL,6,J. T. Waggoner,Republican,39.8,False,False,False
1984,house,Alabama,AL,7,Richard Shelby,Democratic,96.8,True,True,False
1984,house,Alabama,AL,7,Chuck Ewing,Libertarian,3.2,False,False,False
1984,house,Alaska,AK,AL,Don Young,Republican,55.1,True,True,False
1984,house,Alaska,AK,AL,Pegge Begich,Democratic,41.7,False,False,False
1984,house,Alaska,AK,AL,Betty Breck,Independent,3.2,False,False,False
1984,house,Arizona,AZ,1,John McCain,Republican,78.1,True,True,False
1984,house,Arizona,AZ,1,Harry Braun,Democratic,21.9,False,False,False
1984,house,Arizona,AZ,2,Mo Udall,Democratic,87.7,True,True,False
1984,house,Arizona,AZ,2,Lorenzo Torrez,Independent,12.3,False,False,False
1984,house,Arizona,AZ,3,Bob Stump,Republican,71.8,True,True,False
1984,house,Arizona,AZ,3,Bob Schuster,Democratic,26.5,False,False,False
1984,house,Arizona,AZ,3,Lorraina M. Valencia,Libertarian,1.8,False,False,False
1984,house,Arizona,AZ,4,Eldon Rudd,Republican,100.0,True,True,False
1984,house,Arizona,AZ,5,Jim Kolbe,Republican,50.9,True,False,False
1984,house,Arizona,AZ,5,Jim McNulty,Democratic,48.2,False,True,False
1984,house,Arizona,AZ,5,Herb Johnson,Libertarian,0.9,False,False,False
1984,house,Arkansas,AR,1,Bill Alexander,Democratic,97.2,True,True,False
1984,house,Arkansas,AR,2,Tommy F. Robinson,Democratic,47.1,True,False,True
1984,house,Arkansas,AR,2,Judy Petty,Republican,41.5,False,False,True
1984,house,Arkansas,AR,2,Jim Taylor,Independent,11.4,False,False,True
1984,house,Arkansas,AR,3,John Paul Hammerschmidt,Republican,100.0,True,True,False
1984,house,Arkansas,AR,4,Beryl Anthony Jr.,Democratic,100.0,True,True,False
1984,house,California,CA,1,Douglas H. Bosco,Democratic,62.3,True,True,False
1984,house,California,CA,1,David Redick,Republican,37.7,False,False,False
1984,house,California,CA,2,Eugene A. Chappie,Republican,69.5,True,True,False
1984,house,California,CA,2,Harry Cozad,Democratic,30.5,False,False,False
1984,house,California,CA,3,Bob Matsui,Democratic,99.9,True,True,False
1984,house,California,CA,4,Vic Fazio,Democratic,61.4,True,True,False
1984,house,California,CA,4,Roger B. Canfield,Republican,36.7,False,False,False
1984,house,California,CA,4,Roger Conant Pope,Libertarian,1.9,False,False,False
1984,house,California,CA,5,Sala Burton,Democratic,72.3,True,True,False
